day,macro_f1,trade_time,winrate,usefulrate,drowdown,return,hold,buy_throd,sell_throd
28,0.648215299897087,3718,0.8781603012372007,0.7071975497702999,0.00035408291809977603,0.08128445764422387,0.024565577507019043,0.9482797980308533,0.9776494801044464
29,0.635928246150244,3163,0.8687954473600736,0.6863173216885121,0.00021325463591076286,0.06196028851270684,-0.025275588035583496,0.9474960565567017,0.977418065071106
30,0.5776719995982847,1366,0.8557833089311233,0.6330196749358741,0.0002380507346285709,0.02103335144042966,0.0026715993881225586,0.9494186490774155,0.9796848297119141
31,0.5781642420449123,1388,0.865273775216076,0.670274771024174,0.00022029440052450845,0.02396507592797279,0.006601929664611816,0.9508091360330582,0.9778954386711121
31,0.5781642420449123,9635,0.8698495070056993,0.6851211072664398,0.00035408534492560714,0.18823228722691665,0.009094595909118652,0.948561429977417,0.9779066145420074
32,0.6545149069667419,3356,0.8951132300357302,0.7217043941411544,0.0002101603126550572,0.07509614114880556,0.04627823829650879,0.9805647283792496,0.9791537523269653
33,0.6662243200204992,4181,0.8892609423582662,0.7342657342657415,0.0005262788968257139,0.11981602987051015,-0.004026174545288086,0.970514252781868,0.9789572358131409
34,0.6610255630202082,4607,0.8979813327544846,0.7619047619047676,0.0002557673151516549,0.14260168249726354,-0.03199690580368042,0.9713690280914307,0.9774431884288788
35,0.6342337468414159,2549,0.8964299725382151,0.6958424507658776,0.00031533365306814914,0.05786704933524145,-0.008506953716278076,0.9857093393802643,0.9845670759677887
35,0.6342337468414159,14649,0.895351218513203,0.735742604452579,0.0005270573750248642,0.3952224748611422,0.0011900663375854492,0.9766377210617065,0.979683592915535
36,0.6902668019713095,3299,0.9169445286450162,0.754710743801661,0.0004249430119414457,0.10607971049547199,-0.029208600521087646,0.9813385605812073,0.9752371609210968
37,0.6863550266685038,3153,0.9086584205518266,0.7595113438045459,0.00019615624894774082,0.09522513831257792,-0.01822185516357422,0.9784331321716309,0.9749427139759064
38,0.4730147501574257,5030,0.5355864811133094,0.6495916852264421,0.02970638755808006,-0.02620345850706089,-0.056948840618133545,0.9788050651550293,0.9723603874444962
39,0.29641148167119363,12124,0.47220389310458205,0.7360698689956378,0.12112622221316154,-0.12100048290967926,-0.1633390188217163,0.935161754488945,0.92514768242836
39,0.29641148167119363,22598,0.6439507921054932,0.7209318306761976,0.09556814046511,0.10487796780467365,-0.24816089868545532,0.9649097323417664,0.9562475979328156
40,0.3562960533337783,5224,0.5834609494640011,0.7253937007874106,0.004881347742743623,0.03674087675571461,-0.04449629783630371,0.5163949728012085,0.5265794396400452
41,0.3852403024346276,7283,0.5982424824934698,0.714023410603633,0.006902404383922502,0.07871677314400685,0.04240226745605469,0.5208083540201187,0.5292020887136459
42,0.38387710770616595,5390,0.5929499072356105,0.6505006257822388,0.008914715847936962,-0.0011133610069751813,-0.09426999092102051,0.5945503860712051,0.5982154011726379
43,0.4027565143309193,4668,0.6004712939160112,0.6946129147342243,0.0029537948702507096,0.009210931957960173,0.00424957275390625,0.6275636106729507,0.6433944702148438
43,0.4027565143309193,20496,0.5948965651834476,0.6753055031575521,0.009943376603153005,0.05528215572118811,-0.09525692462921143,0.5691984593868256,0.5799454599618912
